0,货币资金(万元),结算备付金(万元),拆出资金(万元),交易性金融资产(万元),衍生金融资产(万元),应收票据(万元),应收账款(万元),预付款项(万元),应收保费(万元),应收分保账款(万元),应收分保合同准备金(万元),应收利息(万元),应收股利(万元),其他应收款(万元),应收出口退税(万元),应收补贴款(万元),应收保证金(万元),内部应收款(万元),买入返售金融资产(万元),存货(万元),待摊费用(万元),待处理流动资产损益(万元),一年内到期的非流动资产(万元),其他流动资产(万元),流动资产合计(万元),发放贷款及垫款(万元),可供出售金融资产(万元),持有至到期投资(万元),长期应收款(万元),长期股权投资(万元),其他长期投资(万元),投资性房地产(万元),固定资产原值(万元),累计折旧(万元),固定资产净值(万元),固定资产减值准备(万元),固定资产(万元),在建工程(万元),工程物资(万元),固定资产清理(万元),生产性生物资产(万元),公益性生物资产(万元),油气资产(万元),无形资产(万元),开发支出(万元),商誉(万元),长期待摊费用(万元),股权分置流通权(万元),递延所得税资产(万元),其他非流动资产(万元),非流动资产合计(万元),资产总计(万元),短期借款(万元),向中央银行借款(万元),吸收存款及同业存放(万元),拆入资金(万元),交易性金融负债(万元),衍生金融负债(万元),应付票据(万元),应付账款(万元),预收账款(万元),卖出回购金融资产款(万元),应付手续费及佣金(万元),应付职工薪酬(万元),应交税费(万元),应付利息(万元),应付股利(万元),其他应交款(万元),应付保证金(万元),内部应付款(万元),其他应付款(万元),预提费用(万元),预计流动负债(万元),应付分保账款(万元),保险合同准备金(万元),代理买卖证券款(万元),代理承销证券款(万元),国际票证结算(万元),国内票证结算(万元),递延收益(万元),应付短期债券(万元),一年内到期的非流动负债(万元),其他流动负债(万元),流动负债合计(万元),长期借款(万元),应付债券(万元),长期应付款(万元),专项应付款(万元),预计非流动负债(万元),长期递延收益(万元),递延所得税负债(万元),其他非流动负债(万元),非流动负债合计(万元),负债合计(万元),实收资本(或股本)(万元),资本公积(万元),减:库存股(万元),专项储备(万元),盈余公积(万元),一般风险准备(万元),未确定的投资损失(万元),未分配利润(万元),拟分配现金股利(万元),外币报表折算差额(万元),归属于母公司股东权益合计(万元),少数股东权益(万元),所有者权益(或股东权益)合计(万元),负债和所有者权益(或股东权益)总计(万元), 销售商品、提供劳务收到的现金(万元), 客户存款和同业存放款项净增加额(万元), 向中央银行借款净增加额(万元, 向其他金融机构拆入资金净增加额(万元), 收到原保险合同保费取得的现金(万元), 收到再保险业务现金净额(万元), 保户储金及投资款净增加额(万元), 处置交易性金融资产净增加额(万元), 收取利息、手续费及佣金的现金(万元), 拆入资金净增加额(万元), 回购业务资金净增加额(万元), 收到的税费返还(万元), 收到的其他与经营活动有关的现金(万元), 经营活动现金流入小计(万元), 购买商品、接受劳务支付的现金(万元), 客户贷款及垫款净增加额(万元), 存放中央银行和同业款项净增加额(万元), 支付原保险合同赔付款项的现金(万元), 支付利息、手续费及佣金的现金(万元), 支付保单红利的现金(万元), 支付给职工以及为职工支付的现金(万元), 支付的各项税费(万元), 支付的其他与经营活动有关的现金(万元), 经营活动现金流出小计(万元), 经营活动产生的现金流量净额(万元), 收回投资所收到的现金(万元), 取得投资收益所收到的现金(万元), 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元), 处置子公司及其他营业单位收到的现金净额(万元), 收到的其他与投资活动有关的现金(万元), 减少质押和定期存款所收到的现金(万元), 投资活动现金流入小计(万元), 购建固定资产、无形资产和其他长期资产所支付的现金(万元), 投资所支付的现金(万元), 质押贷款净增加额(万元), 取得子公司及其他营业单位支付的现金净额(万元), 支付的其他与投资活动有关的现金(万元), 增加质押和定期存款所支付的现金(万元), 投资活动现金流出小计(万元), 投资活动产生的现金流量净额(万元), 吸收投资收到的现金(万元), 其中：子公司吸收少数股东投资收到的现金(万元), 取得借款收到的现金(万元), 发行债券收到的现金(万元), 收到其他与筹资活动有关的现金(万元), 筹资活动现金流入小计(万元), 偿还债务支付的现金(万元), 分配股利、利润或偿付利息所支付的现金(万元), 其中：子公司支付给少数股东的股利、利润(万元), 支付其他与筹资活动有关的现金(万元), 筹资活动现金流出小计(万元), 筹资活动产生的现金流量净额(万元), 汇率变动对现金及现金等价物的影响(万元), 现金及现金等价物净增加额(万元), 加:期初现金及现金等价物余额(万元), 期末现金及现金等价物余额(万元), 净利润(万元), 少数股东损益(万元), 未确认的投资损失(万元), 资产减值准备(万元), 固定资产折旧、油气资产折耗、生产性物资折旧(万元), 无形资产摊销(万元), 长期待摊费用摊销(万元), 待摊费用的减少(万元), 预提费用的增加(万元), 处置固定资产、无形资产和其他长期资产的损失(万元), 固定资产报废损失(万元), 公允价值变动损失(万元), 递延收益增加(减：减少)(万元), 预计负债(万元), 财务费用(万元), 投资损失(万元), 递延所得税资产减少(万元), 递延所得税负债增加(万元), 存货的减少(万元), 经营性应收项目的减少(万元), 经营性应付项目的增加(万元), 已完工尚未结算款的减少(减:增加)(万元), 已结算尚未完工款的增加(减:减少)(万元), 其他(万元), 经营活动产生现金流量净额(万元), 债务转为资本(万元), 一年内到期的可转换公司债券(万元), 融资租入固定资产(万元), 现金的期末余额(万元), 现金的期初余额(万元), 现金等价物的期末余额(万元), 现金等价物的期初余额(万元), 现金及现金等价物的净增加额(万元),营业总收入(万元),营业收入(万元),利息收入(万元),已赚保费(万元),手续费及佣金收入(万元),房地产销售收入(万元),其他业务收入(万元),营业总成本(万元),营业成本(万元),利息支出(万元),手续费及佣金支出(万元),房地产销售成本(万元),研发费用(万元),退保金(万元),赔付支出净额(万元),提取保险合同准备金净额(万元),保单红利支出(万元),分保费用(万元),其他业务成本(万元),营业税金及附加(万元),销售费用(万元),管理费用(万元),财务费用(万元),资产减值损失(万元),公允价值变动收益(万元),投资收益(万元),对联营企业和合营企业的投资收益(万元),汇兑收益(万元),期货损益(万元),托管收益(万元),补贴收入(万元),其他业务利润(万元),营业利润(万元),营业外收入(万元),营业外支出(万元),非流动资产处置损失(万元),利润总额(万元),所得税费用(万元),未确认投资损失(万元),净利润(万元),归属于母公司所有者的净利润(万元),被合并方在合并前实现净利润(万元),少数股东损益(万元),基本每股收益,稀释每股收益
2013-06-30,23616600,--,3603100,2165400,106000,--,485600,--,--,--,--,916500,--,--,--,--,--,--,30398400,--,--,--,--,--,--,77246700,9174200,10038100,--,52200,--,18700,671900,337200,334700,600,334100,--,--,--,--,--,--,562400,--,756800,--,--,251100,722100,--,182699800,--,126200,157258200,2339800,305600,131800,--,109200,--,9598200,--,430000,284600,1414200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,959200,--,--,12800,--,--,575800,--,173545600,819700,4022000,--,--,283000,1363300,--,2666200,--,--,9154200,--,9154200,182699800,--,19723300,--,--,--,--,--,--,3860400,--,4926300,--,195000,31913000,--,6609200,1800700,--,2110600,--,525100,403500,960400,29033000,2880000,24428700,878500,1500,--,--,--,25308700,23100,31680200,--,--,--,--,31703300,-6394600,--,--,--,--,--,0,650000,174400,--,--,824400,-824400,-49500,-4388500,17206700,12818200,753100,--,--,260200,28400,27100,12900,--,--,--,--,32300,--,--,-665600,--,-35000,--,--,-19675100,22160100,--,--,--,2880000,--,--,--,393700,323300,12424500,16883400,-4388500,2342600,--,4322600,--,489100,--,6500,1353200,--,2469800,51500,--,--,--,--,--,--,--,--,182400,910600,--,--,260200,-7600,51000,1700,2300,--,--,--,--,989400,1800,600,--,990600,237500,--,753100,753100,--,--,0.92,0.92
2013-03-31,21295200,--,5165800,765300,91300,--,739500,--,--,--,--,945000,--,--,--,--,--,--,34598300,--,--,--,--,--,--,74134500,8193300,10277100,--,52200,--,19300,--,--,--,--,341700,--,--,--,--,--,--,574900,--,756800,--,--,294700,635800,--,181124900,--,140100,158882900,2186100,418000,98800,--,204500,--,6469100,--,344500,200900,1347400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,958700,--,--,12800,--,126100,859100,--,172249000,512300,4050700,--,--,283000,1363300,--,2666600,--,--,8875900,--,8875900,181124900,--,21349200,--,--,--,--,--,--,1772700,--,1843300,--,283600,27197200,--,3384300,1094100,--,931000,--,358300,191300,177200,25785300,1411900,16799000,488000,--,--,--,--,17287000,4900,21320800,--,--,--,--,21325700,-4038700,--,--,--,--,--,0,650000,37300,--,--,687300,-687300,-14700,-3328800,17206700,13877900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13877900,17206700,--,--,-3328800,1080200,--,2024600,--,202900,--,1400,608500,--,1153900,22400,--,--,--,--,--,--,--,--,85500,418400,--,--,104600,2100,24000,--,1500,--,--,--,--,471700,300,200,--,471800,112900,--,358900,358900,--,--,0.7,0.7
2012-12-31,21934748,--,6542600,423745,96666,--,836414,--,--,--,--,875708,--,--,--,--,--,--,18647280,--,--,--,--,--,--,70826239,8989587,10312418,--,52180,--,19637,667382,313109,354273,629,353644,--,--,--,--,--,--,587838,--,756830,--,--,344964,296851,--,160653676,--,1616792,137533051,3906812,172231,95226,--,305178,--,4614777,--,486311,229864,1152591,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1607861,--,--,12768,--,127190,313148,--,152173799,512335,4013532,--,--,283046,1363293,--,2307672,--,--,8479878,--,8479878,160653676,--,36906089,1501132,--,--,--,--,--,6551772,--,685965,--,234741,57128743,--,7818558,5698477,--,3956336,--,717621,811303,1170964,38544897,18583846,21320213,1165552,11078,--,--,--,22496842,142201,30099244,--,259098,--,--,30500543,-8003701,--,--,--,--,--,0,--,148801,--,--,148801,-148801,-15289,10416056,6790637,17206692,1351078,--,--,313061,53240,50150,22247,--,--,922,--,8504,--,3672,-898593,--,-34775,-1468,--,-15924084,33660442,--,--,--,18583846,--,--,--,323336,223557,16883357,6567080,10416056,3974865,--,7461368,--,644952,--,15477,2220699,--,4157832,72824,--,--,--,--,--,--,--,--,341199,1566439,--,--,313061,-2922,62319,4300,24327,--,--,--,--,1754166,9775,8849,--,1755092,404014,--,1351078,1340270,--,10808,2.62,2.62
2012-09-30,18247407,--,1740154,692544,69130,--,9840278,--,--,--,--,816542,--,--,--,--,--,--,13365395,--,--,--,--,--,--,69323808,8073396,10593139,--,53580,--,25033,--,--,--,--,318225,--,--,--,--,--,--,568938,--,756830,--,--,332835,505889,--,147753074,--,2581743,125514417,1018010,106569,71572,--,2976877,--,3394454,--,414335,218135,1137036,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1607217,--,--,8660,--,127366,404096,--,139580486,512335,4022724,--,--,283046,1179915,--,2174569,--,--,8172589,0,8172589,147753074,--,24888924,2466871,--,--,--,--,--,4897911,0,--,--,202573,39674902,--,8302852,5000814,--,2929630,--,552760,628347,1170930,31396691,8278211,13980555,806236,0,--,--,--,14786791,32814,18413006,--,257498,--,--,18703318,-3916527,--,--,--,0,--,0,--,88986,--,--,88986,-88986,-1171,4271528,6790637,11062165,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11062165,6790637,--,--,4271528,2953167,--,5617419,--,466036,--,7915,1617159,--,3161406,50480,--,--,--,--,--,--,--,--,256973,1138714,--,--,221472,-3365,59735,--,17313,--,--,--,--,1336008,7312,2109,--,1341211,306614,--,1034597,1023789,--,10808,2,2
2012-06-30,18041444,--,2631962,545960,80298,--,12310958,--,--,--,--,855230,--,--,--,--,--,--,11719540,--,--,--,--,--,--,67107551,8022951,10822395,--,53580,--,25373,614491,289123,325368,629,324739,--,--,--,--,--,--,578505,--,756830,--,--,296435,479441,--,149062285,--,2624018,127330410,719732,39860,73159,--,2631028,--,3667433,--,360975,176561,1043983,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1606807,--,--,8660,--,145366,652034,--,141080024,512335,4128803,--,--,283046,1179915,--,1878162,--,--,7982261,--,7982261,149062285,--,26704917,2509868,--,--,--,--,--,3225878,--,--,--,156455,37345061,--,6088991,4803145,--,1971455,--,402416,460995,679192,22942083,14402978,9583121,523540,--,--,--,--,10106660,19565,12271506,--,229730,--,--,12520801,-2414141,--,--,--,--,--,0,--,88306,--,--,88306,-88306,14267,11914798,6790637,18705434,686956,--,--,157023,25977,22041,10338,--,--,--,--,958,--,-1718,50070,-476169,-7459,897,--,-8759235,22701059,--,--,--,14402978,--,--,--,226877,223557,18478558,6567080,11914798,1962553,--,3722684,--,309972,--,6551,1078863,--,2107025,32043,--,--,--,--,--,--,--,--,173567,748273,--,--,157023,-1136,45188,1500,18362,--,--,--,--,883690,5874,1699,--,887865,200909,--,686956,676149,--,10808,1.32,1.32
2012-03-31,17189895,--,1845195,331377,50787,--,15984350,--,--,--,--,840153,--,--,--,--,--,--,3957221,--,--,--,--,--,--,64010712,7991749,10958508,--,53929,--,25728,--,--,--,--,342586,--,--,--,--,--,--,588528,--,756830,--,--,285056,457111,--,136800507,--,125690,116409039,1397924,18907,43425,--,4857485,--,2201694,--,299140,277010,1089543,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1606133,--,--,11225,--,137333,430218,--,128904764,512335,4161326,--,--,283046,795490,--,1929332,--,--,7681529,214213,7895742,136800507,--,15784097,12049,--,--,--,--,--,1595061,--,--,--,56082,19226932,--,2993413,1600191,--,909778,--,269281,158636,506888,11544150,7682782,3266739,239585,--,--,--,--,3506324,4545,4837128,--,--,--,--,4841672,-1335348,--,--,--,--,--,0,--,37456,--,--,37456,-37456,3528,6313505,6790637,13104141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13104141,6790637,--,--,6313505,972388,972388,1836648,--,159627,--,3140,525887,525887,1041142,14832,--,--,--,--,--,--,--,--,85999,371292,--,--,68596,-924,21456,--,8415,--,--,--,--,446501,1407,173,--,447735,98187,--,349549,342895,--,6654,0.67,0.67
2011-12-31,16063524,--,844657,260790,81058,--,17058901,--,--,--,--,727419,--,--,--,--,--,--,3430389,--,--,--,--,--,--,61007534,7838353,10768308,--,53929,--,26279,626956,273901,353055,629,352427,--,--,--,--,--,--,598973,--,756830,--,--,288976,297704,--,125817694,--,113088,100625492,2527935,--,73242,--,7056073,--,3919737,--,360035,253581,991366,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1605449,--,--,11225,--,135106,607307,--,118279636,512335,4153775,--,--,283046,795490,--,1586438,--,--,7331084,206975,7538058,125817694,--,12604658,--,--,--,--,--,--,4051111,1612088,--,--,433438,29927265,--,6700385,4644664,--,2266303,--,528727,511578,608195,31371202,-1443937,19800347,659099,1003,--,--,--,23596267,84980,22627560,--,--,--,--,22712540,883727,--,--,--,365000,--,634005,--,56220,--,--,56220,577786,-41720,-24144,6814781,6790637,1039049,--,--,214857,45702,28689,16595,--,--,-247,--,-2114,--,2928,75885,-619069,-76897,2630,--,-23544354,21371350,--,--,--,-1443937,--,--,--,223557,83655,6567080,6731126,-24144,2964306,2964306,5233070,--,412960,--,13288,1651036,1651036,2704092,46493,--,--,--,--,--,--,--,--,250634,1185544,--,--,214857,601,28475,4500,26498,--,--,--,--,1313270,17442,4963,--,1325749,286700,--,1039049,1027863,--,11186,2.47,2.47
2011-09-30,13699353,--,803501,1654546,62209,--,11035247,--,--,--,--,555447,--,--,--,--,--,--,7194073,--,--,--,--,--,--,59871661,7839267,10883604,--,41729,--,26053,--,--,--,--,340677,--,--,--,--,--,--,602159,--,756830,--,--,292755,254824,--,120721250,--,101220,99543667,987351,--,54077,--,4696338,--,4615174,--,270244,214617,872699,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1604695,--,--,10530,--,141132,440881,--,113552624,512335,4052631,--,--,191234,597778,--,1616817,--,--,6970795,197832,7168626,120721250,--,11529756,--,--,--,--,--,--,2676739,50034,412777,--,198198,22345886,--,5524269,2807507,--,1400545,--,385968,365503,310501,20559723,1786163,10188164,341157,344,--,--,--,10529665,35097,13921701,--,--,--,--,13956798,-3427133,--,--,--,365000,--,634005,--,47383,--,--,47383,586622,--,-1054348,8487625,7433278,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7433278,8487625,--,--,-1054348,2070140,2070140,3499946,--,272564,--,9395,1088254,1088254,1731847,29575,--,--,--,--,--,--,--,--,168461,795797,--,--,123996,-1565,27721,--,23501,--,--,--,--,981886,14535,3977,--,992444,217937,--,774508,768718,--,5790,2.01,2.01
2011-06-30,9549160,--,887756,115775,45154,--,2832022,--,--,--,--,301125,--,--,--,--,--,--,11013305,--,--,--,--,--,--,44099098,3698305,7834506,--,40741,--,53972,436964,200403,236561,629,235932,--,--,--,--,--,--,18565,--,--,--,--,207117,267678,--,85205703,--,152423,75328715,533571,--,36432,--,1251831,--,1498941,--,185728,138537,464203,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1312510,--,--,2051,--,11531,473990,--,81390463,348501,1330472,--,--,191234,597778,--,1347254,--,--,3815240,--,3815240,85205703,--,10803384,--,--,--,--,--,--,1427263,--,--,--,156308,13127122,--,4038431,1579404,--,785036,--,251080,211985,232136,9969732,3157390,4438560,165719,154,--,--,--,4604432,9538,6761788,--,--,--,--,6771326,-2166894,--,--,--,365000,--,365000,--,46508,--,--,46508,318493,--,1308989,6814781,8123770,473175,--,--,73068,17775,3120,6329,--,--,84,--,-2249,--,1773,32946,-212537,-8081,816,--,-8551415,11326291,--,--,--,3157390,--,--,--,118912,83655,8004858,6731126,1308989,1214059,1214059,1954046,--,133004,--,6447,609070,609070,914824,14240,--,--,--,--,--,--,--,--,95309,440693,--,--,73068,-787,35246,2900,15167,--,--,--,--,604989,3926,2331,--,606585,133410,--,473175,473175,--,--,1.36,1.36
2011-03-31,7933548,--,714176,202015,46464,--,1944632,--,--,--,--,287664,--,--,--,--,--,--,13693260,--,--,--,--,--,--,41569576,3323973,7041280,--,40439,--,55262,--,--,--,--,239425,--,--,--,--,--,--,18896,--,--,--,--,183352,193579,--,80756345,--,309870,72304434,486340,--,37652,--,754164,--,1324786,--,135722,131505,389010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,947404,--,--,666,--,11670,328115,--,77161337,348501,1343194,--,--,191234,597778,--,1114300,--,--,3595007,--,3595007,80756345,0,7781198,84689,--,--,--,--,0,602964,0,0,0,183053,8893986,0,1486852,768076,--,360713,--,170862,80850,282569,6759331,2134655,2485060,36784,8,0,0,--,2521852,3067,3296988,--,0,0,--,3300055,-778203,0,--,0,0,0,0,0,37255,--,0,37255,-37255,0,1319197,6814781,8133978,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,8133978,6814781,0,0,1319197,581504,581504,921984,--,54387,--,3159,275508,275508,411551,6217,--,--,--,--,--,--,--,--,44606,206787,--,--,24116,830,12452,--,6461,--,--,--,--,305996,1567,653,--,306910,66690,--,240220,240220,--,--,0.69,0.69
